9;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;4;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;8;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;10;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
9;11;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;1;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;8;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;9;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;10;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
10;11;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
11;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
11;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
11;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
11;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
11;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
11;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
11;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
11;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
11;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
12;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
12;1;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
12;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
12;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
12;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
12;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
12;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
12;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
12;8;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;7;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;8;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
13;10;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;0;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;1;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;7;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;9;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
14;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;0;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;8;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;9;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
15;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;7;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;8;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;9;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;10;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
16;11;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
17;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
17;1;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
17;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
17;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
17;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
17;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
17;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
17;7;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
18;0;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
18;1;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
18;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
18;3;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
18;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
18;5;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
18;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
19;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
19;1;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
19;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
19;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
19;4;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
19;5;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
19;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
19;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
20;0;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
20;1;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
20;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
20;3;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
20;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
20;5;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
20;6;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
21;0;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
21;1;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
21;2;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
21;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
21;4;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
21;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;8;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;10;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
22;11;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
23;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
23;1;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
23;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
23;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
23;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
23;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
23;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
23;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
23;8;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;7;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;9;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;10;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
24;11;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
25;0;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
25;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
25;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
25;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
25;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
25;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
25;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
25;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
26;0;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
26;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
26;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
26;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
26;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
26;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
26;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
26;7;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
27;0;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
27;1;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
27;2;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
27;3;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
27;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;0;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;1;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;2;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;3;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;4;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;6;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;7;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;8;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
28;9;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
29;0;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
29;1;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
29;2;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
29;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
29;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
29;5;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
29;6;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
29;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
29;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
30;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
30;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
30;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
30;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
30;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
30;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
30;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
30;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;9;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;10;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
31;11;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
32;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
32;1;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
32;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
32;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
32;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
32;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
32;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
33;0;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
33;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
33;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
33;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
33;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
33;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
33;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
33;7;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
34;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
34;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
34;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
34;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
34;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
34;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
34;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
34;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
34;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
35;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
35;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
35;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
35;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
35;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
35;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
35;6;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
35;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
35;8;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
36;0;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
36;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
36;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
36;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
36;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
36;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
36;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
36;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
36;8;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
37;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
37;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
37;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
37;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
37;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
37;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
37;6;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
37;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
37;8;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
38;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
38;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
38;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
38;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
39;0;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
39;1;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
39;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
39;3;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
39;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
39;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
39;6;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
40;0;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
40;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
40;2;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
40;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
40;4;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;0;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;6;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;7;A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
41;9;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
42;0;B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
42;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
42;2;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
42;3;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
42;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
42;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
42;6;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
42;7;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
43;0;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
43;1;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
43;2;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
43;3;Y;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
